Issue_ID,Title,Body,State,Created_At,Closed_At,Comments,Body_Length
34884,Bug: Flow definitions are missing for React 19,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 19

## Steps To Reproduce

1. Use flow-typed
2. Get Flow definitions

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

https://github.com/flow-typed/flow-typed/tree/main/definitions/npm/react-dom_v18.x.x

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior

only 18 is available

## The expected behavior

https://github.com/flow-typed/flow-typed/tree/main/definitions/npm/react-dom_v19.x.x

should exist",closed,2025-10-16T20:06:24Z,2026-03-23T12:20:22Z,4,1185
34863,[Compiler Todo]: function hoisting within jsx,"React version: 19.2.0
eslint-plugin-react-hooks: 7.0.0

## Steps To Reproduce

```ts
function App() {
  function CreatedAtRender1() {
    return (
      <div>
        {/* Comment below to make it show error */}
        <CreatedAtRender2 />
      </div>
    );
  }

  function CreatedAtRender2() {
    return <div>M</div>;
  }

  return (
    <div>
      <CreatedAtRender1 />
    </div>
  );
}
```

1. Run `npm run lint`
2. No errors reported (Ignore the one tsconfig issue)
3. Comment out `<CreatedAtRender2 />` 
4. Run `npm run lint`
5. the error will show as expected when linting.


Link to code example: https://stackblitz.com/edit/vitejs-vite-vuqvgbnf?file=src%2FApp.tsx&view=editor

## The current behavior
If two components are nested, the plugin thinks it is not created during render.

## The expected behavior
Flags for at least one error.",closed,2025-10-15T18:41:39Z,2026-01-21T00:27:16Z,3,849
34862,Bug: eslint-plugin-react-hooks not flagging hook used as value,"In my app a zustand store is exported. These stores act as a hook, or have .getState/.setState on them. In some place I ended up using it as a value.

I only added the hooks plugin as the release notes say: `If you have already installed eslint-plugin-react-compiler, you can now remove it and use eslint-plugin-react-hooks@latest`

However, the plugin-react-compiler is catching this error that the hooks plugin is not. Resulting in the file silently failing to be optimized.

React version: 19.2.0
eslint-plugin-react-hooks: 7.0.0

## Steps To Reproduce

1. Use eslint-plugin-react-hooks
2. Use a hook as a value (e.g. console.log it)
3. In the repro, run npm run lint. You can see the compiler plugin erroring while the react-hooks plugin does not.

Link to code example: https://stackblitz.com/edit/vitejs-vite-asgtyazp?file=src%2FApp.tsx&view=editor


## The current behavior
The compiler will skip the offending component silently.

## The expected behavior
Eslint rule warns/errors as it does on the playground.",closed,2025-10-15T18:12:28Z,2026-01-22T10:08:28Z,3,1018
34857,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
",closed,2025-10-15T07:22:38Z,2025-10-15T08:23:10Z,0,940
34856,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
",closed,2025-10-15T07:22:34Z,2025-10-15T08:23:05Z,0,940
34845,Bug: eslint-plugin-react-hooks@7.0.0 default export type is wrong when used in a module,"When package.json has `""type"": ""module""` and tsconfig.json has `""module"": ""nodenext""`, typescript thinks that `reactHooks.configs` is undefined.

## Steps To Reproduce

package.json:
```
{
	""type"": ""module"",
	""dependencies"": {
		""eslint-plugin-react-hooks"": ""^7.0.0"",
		""typescript"": ""^5.9.3""
	}
}
```

tsconfig.json:
```
{
	""compilerOptions"": {
		""module"": ""nodenext"",
	}
}
```

index.ts:
```
import reactHooks from ""eslint-plugin-react-hooks"";

console.log(reactHooks.default); // ts thinks this is a real field, but it's not
console.log(reactHooks.configs); // ts thinks this isn't a real field, but it is
```

The error is:
```
Property 'configs' does not exist on type 'typeof import(""<path_to_repo>/node_modules/eslint-plugin-react-hooks/index"")'.
```

I don't really understand what's going on here, but the types worked fine with my project in `5.2.0` - I didn't try any `6.x` versions. The types are fine if either of the settings in `package.json` or `tsconfig.json` are removed, and TS is able to resolve a more concrete type than the strange `typeof import` thing that shows up here.

Link to code example:
https://github.com/skondrashov/borked-react-hooks-type
`git clone https://github.com/skondrashov/borked-react-hooks-type; cd borked-react-hooks-type; npm i; npx tsc`

## The current behavior
Error trying to access `reactHooks.configs`, no error trying to access `reactHooks.default`.

## The expected behavior
No error trying to access `reactHooks.configs`, error trying to access `reactHooks.default`.
",closed,2025-10-14T19:44:31Z,2025-10-30T16:34:14Z,3,1522
34840,Bug: `react-dom-client.development.js` tries to read `$$typeof` on iframe object,"In `ReactFiberPerformanceTrack` it tries to deep read the props in DEV mode, `props` may deeply contains `cross-origin frame`
which will cause `SecurityError: Failed to read a named property '$$typeof' from 'Window': Blocked a frame with origin ""http://localhost:8080/"" from accessing a cross-origin frame.`

React version: 19.2.0 (I believe the change is introduced in #30967)

## Steps To Reproduce
there are three factors caused this problem
1. deep in props there is a reference to host `window` or `document` object
2. google reCAPTCHA is in use. it mounts a iframe and inject the iframe reference to `document`
<img width=""1265"" height=""752"" alt=""Image"" src=""https://github.com/user-attachments/assets/35925e7e-5e83-48e0-9328-fffa7c266360"" />
3. react 19.2.0 tries to recursively read props object and access `.$$typeof`

## The current behavior
Throwing error

## The expected behavior
Not to throw error",closed,2025-10-14T06:12:50Z,2026-02-03T16:53:47Z,7,911
34835,Bug: Template HTML element causes hydration issue,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

When using server-side rendering, the template HTML seems to throw a hydration error. Not sure if it's related to how the browser processes template elements or how React is correcting the dom. I have tested this with Astro and Nextjs and have had the same error. The Template element is part of the HTML spec and should work https://developer.mozilla.org/en-US/docs/Web/HTML/Reference/Elements/template 

Use case might be for shareable web components used in React. 

<img width=""1383"" height=""404"" alt=""Image"" src=""https://github.com/user-attachments/assets/b7c07bf5-1454-4ab5-baae-aee0fee767cb"" />

React version: React 19.1, 19.2

## Steps To Reproduce

1. Have a component which includes template element with elements inside. 
2. Render it server side and wait for hydration error should be triggered

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

```Template.tsx
'use client';
export function Template() {
	return <template>hello</template>;
}
```

```Page.tsx 
export default function Home() {
	return (
		<main>
			<section className='container mx-auto grid lg:grid-cols-4'>
				<div className='flex flex-col py-8 lg:col-span-3'>
					<Template />
				</div>
			</section>
		</main>
	);
}
```

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior

Results in Error: 

Error: Text content does not match server-rendered HTML.
See more info here: https://nextjs.org/docs/messages/react-hydration-error

Text content did not match. Server: """" Client: ""hello""

## The expected behavior

Template HTML element is a part of the HTML spec and should not cause hydration errors. 
",closed,2025-10-13T18:34:59Z,2026-01-22T05:12:09Z,5,2350
34834,Bug: ESLint rules flag Date.now as an inpure function in a server component,"I expect that the the eslint-plugin-react-hooks don't apply to server components. 

React version: 19.2

## Steps To Reproduce

1. Introduce an inpure function in a server side component. E.g. the layout in a nextjs app
2. Run eslint with eslint-plugin-react-hooks@7 
3.  Notice error

```
`Date.now` is an impure function. Calling an impure function can produce unstable results that update unpredictably when the component happens to re-render. (https://react.dev/reference/rules/components-and-hooks-must-be-pure#components-and-hooks-must-be-idempotent).

~/src/inpure-demo/src/app/layout.tsx:25:15
  23 |   children: React.ReactNode;
  24 | }>) {
> 25 |   const now = Date.now();
     |               ^^^^^^^^^^ Cannot call impure function
  26 |   console.log(""Rendering RootLayout at"", now);
  27 |
  28 |   return (  react-hooks/purity
```
Link to code example:

https://github.com/paulvanbrenk/inpure-error-nextjs

## The current behavior

Error about the inpure function in a server component

## The expected behavior

No error",closed,2025-10-13T17:50:47Z,2026-05-06T09:51:33Z,7,1037
34826,Bug: react-hooks/immutability wrong detect bug,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1. const name is useTestHooks
2. Set inside useMemo


Link to code example:
(https://playground.react.dev/#N4Igzg9grgTgxgUxALhAcimBACOAbASwQDsAXNAHWKoIFsAHCGU7YKi0zBAYQEM88AI15wA1gBpsXALIJaEKgF9sAMxgRa2CiBgIRpbe2JwIxMCy4AVBOYASECKLDYAvNgAUASlcA+Vu1ITMxYAE15SXlcpLFl5dy9fDzZibFTsUgQAD1JkbAADPKpUxU9JAG0AXU8jDiDzdJtSADEoYyiuPgFhMXjvFz9kjiGDUjCIgDoAN34oHBcA4eHpvFnx3Xo8EQR3BZHF0gB6MoBBAFoALwqDgHM6cV39jgKHvdJq6lfFe4-hspeOMa8F4VXbvAK6TgwFKDEbLAhjBABRRKIxZRjMbAhBAqXhQPAWLDWOwOJxUEDiEBBFQEa4oEB0dEsUgAT3oOGA2AACitbsQAPL0UgEUzOZRqDTYNDCQQIPCnDZQXmnXT6U4mBgEPAIGAHEIEcxoADcRncyVSBwO6vomvCwuI0ggWNy2n4eEMxGUYFtYGpNi5PII-MFdrAnkN5PAAAsIAB3ACSZG1xH4YBQOLwWEUQA)

## The current behavior

<img width=""866"" height=""320"" alt=""Image"" src=""https://github.com/user-attachments/assets/f9628aa4-ae60-4bed-8c58-c588b7b0870e"" />

## The expected behavior

An ESLint error occurs when the constant name contains “use”, but it works fine when “use” is not included in the name.
",closed,2025-10-13T02:12:41Z,2025-10-14T17:17:00Z,3,1229
34818,Bug: Stale closures with `useEffectEvent`,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 19.2

## Steps To Reproduce

1. Open [the reduced test case](https://stackblitz.com/edit/github-utjrgufd?file=app%2Froot.tsx) and view the console
2. Click the ""Home"" link (this causes `navigationType` to change to `REPLACE`)

```tsx
function App() {
  const navigationType = useNavigationType();
  // ✅ This is REPLACE after clicking the link.
  console.log('render', navigationType);

  const fn = useEffectEvent(() => {
    // ❌ But this is always POP. It's not seeing the latest value!
    console.log('effect event', navigationType);
  });
  useEffect(() => {
    setInterval(() => {
      fn();
    }, 3000);
  }, []);

  return (
    <>
      <Link to=""/"">Home</Link>
      <Outlet />
    </>
  );
}

// 🤷‍♂️ Removing `memo` here fixes the problem.
export default memo(App);
```



Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

https://stackblitz.com/edit/github-utjrgufd?file=app%2Froot.tsx

## The current behavior

The Effect Event receives a stale value from `navigationType` (`POP`).

<img width=""156"" height=""121"" alt=""Image"" src=""https://github.com/user-attachments/assets/12de8a41-a853-483b-a658-38a9bc2dba45"" />

## The expected behavior

The Effect Event should receive the latest value from `navigationType` (`REPLACE`).",closed,2025-10-12T10:55:35Z,2025-10-13T15:58:44Z,3,1827
34802,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
",closed,2025-10-10T16:22:21Z,2025-10-15T21:11:21Z,1,940
34801,Bug: eslint-plugin-react-hooks has wrong d.ts after upgrade from 5 to 6/7,"React version:

## Steps To Reproduce

1. Use `module: nodenext` in TypeScript config
2. create `eslint.config.ts` with using `eslint-plugin-react-hooks`
3. See TypeScript errors about default field in 

<img width=""1042"" height=""230"" alt=""Image"" src=""https://github.com/user-attachments/assets/d6de78a0-3aaf-4956-86f4-c86ec8083b14"" />

Link to code example:

Not provided

## The current behavior

Errors in TypeScript

## The expected behavior

Suitable declaration files
",closed,2025-10-10T13:44:20Z,2025-10-24T16:58:03Z,26,474
34795,[Compiler Bug]: Improve readability of `react-hooks/immutability` log message,"### What kind of issue is this?

- [ ] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [x] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAgHgBwjALgAgBMEAzAQygBsCSoA7OXASwjvwFkBPAQU0wApg+OmQC2CfAF8AlPmAAdNvgBKCMowB0UMAgCiJEgkb9+sgLwA+OfkX47+AOYI6CGGVwIAqjpgARd2Sq2HimtlIANPgA2gC60oq2cKxgBE4ubh7erv64gQjBBGb4-GF22q4ACjAQJEyUCGDIcqX2TIRNdFCiAEauANwtZT4i4k0pMEx0DgNK9vhMYNyMTABuCE3dEBD1ZHQzc3ZgSTDrwl29MPsHxJhkeOJ0uGO4E1NXdpKx4S2ikwDKxwQABUABYnMAg7btM49VxhcxWBSzfBJOgpeZgLIwXSUJgOJjder4Ir8cowJpCBZLZhrDZbHZ7fBHHCnTqwmBSBHNZF2E64WBsMkaKnLNb4ABk4vwQuZJ3wFiKvzoAJZoPBkMohHeUhmLVR6IQuPxhK8PjAxOlPiqNTqDQ0tWorn4CyxOLxBPq0l1yKYJGKhvdJqxYA09SmuBBxLMRQADLIkQd8HyBdzE3ZcBBcpQ3cb6sGmjHvjz7GQ1m4nCqTgWi2nLa4wAAhTi+fJ3XAPJ5ySQ1tMgvEghq4SuTBxYjpUSg9uaSbWSBLI-UEDNZysSIoB3Om+saE6EKCIExgLqRMlco+ifAAajrMA0soQkTj2sX+FLrjIFcBFuXZEoq-wAD0+Abh6W4wCGYYOBG3pzC+ZKNs2rb3M4hTAUaoHBjuCB7ogxSDMU6hwCePhcgmaa+sUACEhFREKNxth2cSprWr5wHAtE+Bo9HIY8MQWrE2rTvhdg0XRSHtihMQaJg2ggqSnFkiMCBesJSYIPyMBsIRgkRPhwDdvC86wckBB9g4A4pMOUxYhaIFBmaWE4QgJhmRZuCRHAsAnI8pH4cmmkol5KF3l+ViuYOIUsvgAD8gUwN5BBNOFKSzpEdl5maUQxnEMH2P5bBkXMP7Zuh9n1k06VgRBzhQSCU4lmWH4IKuTS3OBCAAGKUBA7j8G+5bNYCGgZh1TDoNh-AAEzSNI9VDPWTYtm1EmPHN+DJUOxwjmOzGJopYinBtVmjgpwwHWthyAkl-aDsdWKRSca0GciM5hHOShhPl+AADyEKsFgtL9-0eOi30AX9KwA0oYMQxYMzvSA4QgKitQOCgIBMKIBT4LgnCYBIQgVJQUD4nQADymDMMkUj4CQ1QXgA5N0ZC9JQAC0mDE6TbMnOouBs0kWO2jA4MLLgDPeoIYQAQBguYHU7gsHQ7AQMQTTyCAv6UBriiSEyitgLUDT4ETJOTBTVNol6iPgJCADuACSjyuCIlBgCg5BuwgkhAA

### Repro steps

`react-hooks/immutability` log message for ""Error: Cannot access variable before it is declared"" looks fine for examples with hooks:

<img width=""809"" height=""551"" alt=""Image"" src=""https://github.com/user-attachments/assets/25291157-e29f-43a5-96fb-6a957f4d4d75"" />


but really huge for functions, printing whole body of the function, for example (screenshot at 50% zoom!):

<img width=""720"" height=""942"" alt=""Image"" src=""https://github.com/user-attachments/assets/1b141138-3d87-4a3e-88c9-8dc52a495c13"" />

Is printing the entire function body really necessary? Wouldnt it be better to just show the first line of the function declaration instead?

### How often does this bug happen?

Every time

### What version of React are you using?

latest

### What version of React Compiler are you using?

latest",closed,2025-10-09T14:18:08Z,2025-10-23T18:30:54Z,3,2601
34793,Bug: `react-hooks/rules-of-hooks` does not error when `useEffectEvent` is passed down when inlined in a prop,"`eslint-plugin-react-hooks` is not detecting a `useEffectEvent` usage violation when it is used inline (i.e. not reassigned to a variable).

React version: `19.2.0`
`eslint-plugin-react-hooks` version: `7.0.0`

## Steps To Reproduce

Code example:

```jsx
import { useEffectEvent } from ""react"";

function App() {
  // ❌ should throw error. Effect event can't be passed down.
  return <Component cb={useEffectEvent(() => {})} />;
}

function Component() {
  return <></>;
}
```

## The current behavior

Linter gives no error.

## The expected behavior

Linter gives an error disallowing `useEffectEvent` callback from being passed down.",closed,2025-10-09T12:46:10Z,2025-10-16T18:18:03Z,0,637
34791,Bug: “Display density” field appears twice in React Developer Tools settings,"<img width=""469"" height=""275"" alt=""Image"" src=""https://github.com/user-attachments/assets/476fb9e9-b8b0-47db-9943-8ca253826e67"" />

DevTools version: [7.0.0-3b2a398106](https://github.com/facebook/react/blob/main/packages/react-devtools/CHANGELOG.md#700)

## Steps To Reproduce

1. Open React Developer Tools in your browser.

2. Go to the General settings tab.

The associated PR : [Anatole-Godard:pr34791](https://github.com/facebook/react/pull/34792)",closed,2025-10-09T09:50:24Z,2025-10-09T17:38:25Z,0,453
34790,Bug: “Display density” field appears twice in React Developer Tools settings,"<img width=""469"" height=""275"" alt=""Image"" src=""https://github.com/user-attachments/assets/476fb9e9-b8b0-47db-9943-8ca253826e67"" />

DevTools version: [7.0.0-3b2a398106](https://github.com/facebook/react/blob/main/packages/react-devtools/CHANGELOG.md#700)

## Steps To Reproduce

1. Open React Developer Tools in your browser.

2. Go to the General settings tab.",closed,2025-10-09T09:38:43Z,2025-10-09T09:48:49Z,0,361
34788,Bug: eslint-plugin-react-hooks@7.0.0 Type 'ReactHooksFlatConfig | undefined' is not assignable to type 'InfiniteArray<ConfigWithExtends>',"The recommended way to configure for flat config in eslint-plugin-react-hooks@7.0.0 isn't correctly typed with TypeScript and enabled `noUncheckedIndexedAccess` flag:

```ts
import reactHooks from 'eslint-plugin-react-hooks';
import { defineConfig } from 'eslint/config';

export default defineConfig([
  reactHooks.configs.flat.recommended,
]);
```

Either disabling `noUncheckedIndexedAccess` or non-null asserting the value with `!` works.

## Steps To Reproduce

1. Clone `https://github.com/ulrichstark/eslint-plugin-react-hooks-type-repro`
2. Run `npm install`
3. Run `npx tsc`

## The current behavior

```
eslint.config.ts:4:30 - error TS2322: Type 'ReactHooksFlatConfig | undefined' is not assignable to type 'InfiniteArray<ConfigWithExtends>'.
  Type 'undefined' is not assignable to type 'InfiniteArray<ConfigWithExtends>'.

4 export default defineConfig([reactHooks.configs.flat.recommended]);
                               ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

Found 1 error in eslint.config.ts:4
```

## The expected behavior

No TypeScript error.",closed,2025-10-09T06:57:18Z,2025-10-27T07:37:32Z,2,1061
34785,Bug: Activity undefined,"When using Activity, throw error:
```
Element type is invalid: expected a string (for built-in components) or a class/function (for composite components) but got: undefined. You likely forgot to export your component from the file it's defined in, or you might have mixed up default and named imports.
```
Console log Acitivity, the value is undefined.

React version:
19.2.0 (React.version = 19.2.0-canary-0bdb9206-20250818)

Next.js version:
15.5.2

## Steps To Reproduce
""use client""

import { Activity} from ""react"";

<Activity ....>
",closed,2025-10-09T00:56:11Z,2025-10-13T07:35:57Z,11,538
34784,Bug: Esta es mi primer pregunta,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
",closed,2025-10-08T22:51:24Z,2025-10-09T15:38:16Z,0,940
34781,"Bug: lint/react-compiler incorrectly reporting ""ref accessed in render"" inside map returning components","The linter is incorrectly reporting a warning about accessing a ref.current value in render when a callback function that uses ref.current is passed as a prop to a component inside a .map function. If the .map function is removed the linter warning disappears, meaning that being inside the .map confuses the linter and makes it think that the ref.current value is accessed

## Steps To Reproduce

1. Run linter with this code

```
import {useRef} from 'react';

export component Parent() {
  const someRef = useRef(false);
  const callback = () => {
    if (someRef.current) {
      // do some thing
    }
  };
  const items = [1, 2];
  return (
    <>
      {items.map(_ => (
        <Child callback={callback} />
      ))}
    </>
  );
}

component Child(callback: () => void) {
  return <div onClick={callback} />;
}
```

2. See warning reported even though ref.current is never accessed on render

<img width=""535"" height=""142"" alt=""Image"" src=""https://github.com/user-attachments/assets/16344a12-3bc0-475c-a8f6-1b0c8c9caa26"" />

3. If you remove the `.map` section of the code the warning goes away

## The current behavior

Linter shows a warning

## The expected behavior

Linter should not show a warning",closed,2025-10-08T18:57:58Z,2025-10-15T05:31:37Z,2,1213
34779,Bug: eprh README eslint.config.js examples cause parsing errors,"The sample eslint.config.js in the [eprh readme](https://github.com/facebook/react/blob/main/packages/eslint-plugin-react-hooks/README.md#flat-config-eslintconfigjsts) doesn't work out of the box. It errors with 
```
Parsing error: Unexpected token ...
```
either due to not recognising jsx syntax (in a js project) or not recognising typescript syntax (ts project)


I realise that providing a fully functional eslint setup is outside the scope of react, and much will depend on framework/bundler. But I think having an absolutely minimal example which works if you copy-paste would be helpful, both for people not yet using eslint who want to start using the linter, and also for folks having problems updating to the latest version.

eslint-plugin-react-hooks version: 6.1.1 
**_update_**: version 7.0.0 also has a problem, see comment below

## Steps To Reproduce

1. clone repros / open sandboxes
2. try running `npm run lint`


Link to code example:


- js: https://github.com/mdj-uk/vite-react-no-ts ([sandbox](https://codesandbox.io/p/github/mdj-uk/vite-react-no-ts/main?file=%2Feslint.config.js&import=true&workspaceId=ws_NWeM56rFTtP8bj8JxvwSss))
- ts: https://github.com/mdj-uk/vite-react-ts ([sandbox](https://codesandbox.io/p/github/mdj-uk/vite-react-ts/main?file=%2Feslint.config.js&import=true&workspaceId=ws_NWeM56rFTtP8bj8JxvwSss))

## The current behavior
Parsing error when trying to lint

## The expected behavior
Linting should work if you copy-paste example configs from readme",closed,2025-10-08T18:05:56Z,2026-01-14T13:18:39Z,3,1498
34777,Bug:  React Dev Playground | Shows Application error: a client-side exception has occurred while loading playground.react.dev,"### **Bug Report**

**React version:**  
`React 19.0.0 (playground.react.dev - latest build as of October 2025)`

---

### **Steps To Reproduce**
1. Open [React Playground](https://playground.react.dev).  
2. Observe that the page crashes with a **client-side exception**. (Screenshot attached)


**Note: I have disabled all the chrome extensions so that any other client side extension are not interfering still the issue persists. (Attaching screenshots).**

**Chrome version: Version 128.0.6613.85 (Official Build) (64-bit)**
---

### **Link to code example**
Not required — this issue occurs **even with an empty playground** or default example (no user code modification).


Console error:
`2718.2ef44c120f1f0fb2.js:1 Uncaught TypeError: Cannot read properties of undefined (reading 'code')
    at R (2718.2ef44c120f1f0fb2.js:1:2240553)
    at 2718.2ef44c120f1f0fb2.js:1:2242468
    at V (2718.2ef44c120f1f0fb2.js:1:2242518)
    at aO (f5e865f6-c532ae16ddb2f8e0.js:1:54636)
    at il (f5e865f6-c532ae16ddb2f8e0.js:1:75762)
    at iS (f5e865f6-c532ae16ddb2f8e0.js:1:87054)
    at sI (f5e865f6-c532ae16ddb2f8e0.js:1:128665)
    at f5e865f6-c532ae16ddb2f8e0.js:1:124455
    at sE (f5e865f6-c532ae16ddb2f8e0.js:1:124556)
    at ca (f5e865f6-c532ae16ddb2f8e0.js:1:157236)
    at MessagePort.S (2970-8a45648598c363f4.js:1:128748)`


---

### **The current behavior**
- The playground fails to render and shows:  
  **“Application error: a client-side exception has occurred while loading playground.react.dev”**  
- Console logs show repeated errors:  

###  Additional Info
* The website works fine in incognito tab.
* Feel free to drop a comment if any additional info is required.

## Screenshots:

#### Console error
<img width=""1920"" height=""1080"" alt=""Image"" src=""https://github.com/user-attachments/assets/af87962b-1040-472f-87db-949a7bc621c6"" />

#### Network

<img width=""1920"" height=""1080"" alt=""Image"" src=""https://github.com/user-attachments/assets/4b7ee6bb-4e39-43d2-951b-b9dff34d7a3b"" />

#### Exact Line Causing Error  (JS File - Minified)

<img width=""483"" height=""103"" alt=""Image"" src=""https://github.com/user-attachments/assets/b7d5e052-29ac-4af0-a765-909d665aafdd"" />


### **Possible Cause & Fix Suggestion**
It seems the compiled bundle (`2718.e2f4dc12affbf02.js`) attempts to read `a.code` from an undefined variable — likely during the compilation or rendering of code snippets in the playground.  

Possible cause:  
- The result object (possibly from a code transformer or Babel worker) is `undefined` for some edge case, but its `code` property is accessed without a null check.  

Suggested fix:  
- Add a safe check before accessing properties:  
```js
if (a && a.code) {
  // use a.code
} else {
  console.error(""Unexpected undefined compiler result:"", a);
}


",closed,2025-10-08T15:18:32Z,2025-10-13T10:04:22Z,2,2789
34776,Bug: eslint-react-hooks false positives on immutability rule,"I have a function definition inside my react component:

```
  const go = () => {
    if (isHashLink) {
      scrollToHash(props.to);
      window.location.hash = props.to;
    } else {
      navigate(props.to);
    }
  };
```

the immutability rule is triggered:

```
Error: This value cannot be modified

Modifying a variable defined outside a component or hook is not allowed. Consider using an effect.

/Users/marcos/Documents/GitHub/bombtimer.dev/client/components/utils/Router.tsx:184:7
  182 |     if (isHashLink) {
  183 |       scrollToHash(props.to);
> 184 |       window.location.hash = props.to;
      |       ^^^^^^^^^^^^^^^ value cannot be modified
  185 |     } else {
  186 |       navigate(props.to);
  187 |     }eslint(react-hooks/immutability)
```

although the function is meant to be called in an event handler, which is good practice according to react docs.",closed,2025-10-08T15:05:46Z,2025-10-09T13:42:25Z,2,881
